step,power_db,alpha_deg,beta_deg,gamma_deg
2.240000000000000000e+02,-9.170029353178648535e+01,3.752477641683071852e-04,4.436371624469757080e-01,5.552944540977478027e-01
2.250000000000000000e+02,-9.170027926739737723e+01,3.820499405264854431e-04,4.465960860252380371e-01,5.581195950508117676e-01
2.260000000000000000e+02,-9.170026535966313475e+01,3.889391373377293348e-04,4.495614767074584961e-01,5.609416961669921875e-01
2.270000000000000000e+02,-9.170025038215297286e+01,3.959159075748175383e-04,4.525333642959594727e-01,5.637607574462890625e-01
2.280000000000000000e+02,-9.170023647451120041e+01,4.029808333143591881e-04,4.555116891860961914e-01,5.665766596794128418e-01
2.290000000000000000e+02,-9.170022114049628215e+01,4.101345548406243324e-04,4.584964811801910400e-01,5.693894028663635254e-01
2.300000000000000000e+02,-9.170020687634493584e+01,4.173776833340525627e-04,4.614877402782440186e-01,5.721989870071411133e-01
2.310000000000000000e+02,-9.170019261224047114e+01,4.247107426635921001e-04,4.644853770732879639e-01,5.750054121017456055e-01
2.320000000000000000e+02,-9.170017870478372402e+01,4.321342275943607092e-04,4.674894511699676514e-01,5.778085589408874512e-01
2.330000000000000000e+02,-9.170016301437314610e+01,4.396488366182893515e-04,4.704998433589935303e-01,5.806084275245666504e-01
2.340000000000000000e+02,-9.170015053340520694e+01,4.472551809158176184e-04,4.735166132450103760e-01,5.834049582481384277e-01
2.350000000000000000e+02,-9.170013555629104474e+01,4.549538134597241879e-04,4.765397012233734131e-01,5.861981511116027832e-01
2.360000000000000000e+02,-9.170012164901699236e+01,4.627454909496009350e-04,4.795691668987274170e-01,5.889879465103149414e-01
2.370000000000000000e+02,-9.170010702859741514e+01,4.706306499429047108e-04,4.826049208641052246e-01,5.917743444442749023e-01
2.380000000000000000e+02,-9.170009312141472435e+01,4.786097852047532797e-04,4.856469631195068359e-01,5.945572853088378906e-01
2.390000000000000000e+02,-9.170007850109118408e+01,4.866836243309080601e-04,4.886952638626098633e-01,5.973367094993591309e-01
2.400000000000000000e+02,-9.170006459399984067e+01,4.948526038788259029e-04,4.917498528957366943e-01,6.001126766204833984e-01
2.410000000000000000e+02,-9.170005033036267150e+01,5.031174514442682266e-04,4.948106706142425537e-01,6.028850078582763672e-01
2.420000000000000000e+02,-9.170003677995075009e+01,5.114786326885223389e-04,4.978776872158050537e-01,6.056538820266723633e-01
2.430000000000000000e+02,-9.170002180322887853e+01,5.199367878958582878e-04,5.009509921073913574e-01,6.084190607070922852e-01
2.440000000000000000e+02,-9.170000753973224050e+01,5.284923245199024677e-04,5.040304064750671387e-01,6.111806631088256836e-01
2.450000000000000000e+02,-9.169999363286812866e+01,5.371458246372640133e-04,5.071160793304443359e-01,6.139385700225830078e-01
2.460000000000000000e+02,-9.169997936946401751e+01,5.458981031551957130e-04,5.102078318595886230e-01,6.166927814483642578e-01
2.470000000000000000e+02,-9.169996581927350121e+01,5.547495675273239613e-04,5.133057832717895508e-01,6.194432973861694336e-01
2.480000000000000000e+02,-9.169995084279632636e+01,5.637006252072751522e-04,5.164098143577575684e-01,6.221900582313537598e-01
2.490000000000000000e+02,-9.169993622295174873e+01,5.727521493099629879e-04,5.195199847221374512e-01,6.249330639839172363e-01
2.500000000000000000e+02,-9.169992231631599111e+01,5.819046054966747761e-04,5.226362943649291992e-01,6.276723146438598633e-01
2.510000000000000000e+02,-9.169990912288221807e+01,5.911585758440196514e-04,5.257586240768432617e-01,6.304076910018920898e-01
2.520000000000000000e+02,-9.169989414660057037e+01,6.005145842209458351e-04,5.288870334625244141e-01,6.331392526626586914e-01
2.530000000000000000e+02,-9.169987952694684452e+01,6.099732127040624619e-04,5.320215225219726562e-01,6.358668804168701172e-01
2.540000000000000000e+02,-9.169986562049265899e+01,6.195350433699786663e-04,5.351619720458984375e-01,6.385906338691711426e-01
2.550000000000000000e+02,-9.169985242723112151e+01,6.292004836723208427e-04,5.383085012435913086e-01,6.413105130195617676e-01
2.560000000000000000e+02,-9.169983816429075318e+01,6.389703485183417797e-04,5.414610505104064941e-01,6.440263986587524414e-01
2.570000000000000000e+02,-9.169982354482549169e+01,6.488449289463460445e-04,5.446195006370544434e-01,6.467382907867431641e-01
2.580000000000000000e+02,-9.169981070826241876e+01,6.588249816559255123e-04,5.477839708328247070e-01,6.494461894035339355e-01
2.590000000000000000e+02,-9.169979608888958467e+01,6.689109723083674908e-04,5.509544014930725098e-01,6.521500945091247559e-01
2.600000000000000000e+02,-9.169978182613425588e+01,6.791034247726202011e-04,5.541307330131530762e-01,6.548499464988708496e-01
2.610000000000000000e+02,-9.169976827656006435e+01,6.894029211252927780e-04,5.573130249977111816e-01,6.575457453727722168e-01
2.620000000000000000e+02,-9.169975437046207389e+01,6.998099852353334427e-04,5.605012178421020508e-01,6.602374315261840820e-01
2.630000000000000000e+02,-9.169973939471405799e+01,7.103251409716904163e-04,5.636952519416809082e-01,6.629250049591064453e-01
2.640000000000000000e+02,-9.169972584527226900e+01,7.209489122033119202e-04,5.668951869010925293e-01,6.656084656715393066e-01
2.650000000000000000e+02,-9.169971229587272887e+01,7.316817063838243484e-04,5.701010227203369141e-01,6.682877540588378906e-01
2.660000000000000000e+02,-9.169969803339256487e+01,7.425243966281414032e-04,5.733126401901245117e-01,6.709629297256469727e-01
2.670000000000000000e+02,-9.169968412751950382e+01,7.534772157669067383e-04,5.765300989151000977e-01,6.736338138580322266e-01
2.680000000000000000e+02,-9.169966950857275378e+01,7.645407458767294884e-04,5.797533392906188965e-01,6.763005256652832031e-01
2.690000000000000000e+02,-9.169965595934898772e+01,7.757156272418797016e-04,5.829824209213256836e-01,6.789630055427551270e-01
2.700000000000000000e+02,-9.169964241016748474e+01,7.870022673159837723e-04,5.862172842025756836e-01,6.816212534904479980e-01
2.710000000000000000e+02,-9.169962707824991810e+01,7.984012481756508350e-04,5.894579291343688965e-01,6.842752099037170410e-01
2.720000000000000000e+02,-9.169961388571302052e+01,8.099132101051509380e-04,5.927042961120605469e-01,6.869248151779174805e-01
2.730000000000000000e+02,-9.169960069321618334e+01,8.215385023504495621e-04,5.959564447402954102e-01,6.895701885223388672e-01
2.740000000000000000e+02,-9.169958750075943499e+01,8.332775905728340149e-04,5.992142558097839355e-01,6.922112107276916504e-01
2.750000000000000000e+02,-9.169957252558681660e+01,8.451312314718961716e-04,6.024778485298156738e-01,6.948478817939758301e-01
2.760000000000000000e+02,-9.169955933321561758e+01,8.570996578782796860e-04,6.057471036911010742e-01,6.974801421165466309e-01
2.770000000000000000e+02,-9.169954578433558368e+01,8.691835100762546062e-04,6.090220212936401367e-01,7.001080513000488281e-01
2.780000000000000000e+02,-9.169953116585449493e+01,8.813833701424300671e-04,6.123026013374328613e-01,7.027316093444824219e-01
2.790000000000000000e+02,-9.169951761706232674e+01,8.936995873227715492e-04,6.155887842178344727e-01,7.053506970405578613e-01
2.800000000000000000e+02,-9.169950335522148066e+01,9.061326854862272739e-04,6.188806295394897461e-01,7.079653739929199219e-01
2.810000000000000000e+02,-9.169948980651608395e+01,9.186831885017454624e-04,6.221781373023986816e-01,7.105755805969238281e-01
2.820000000000000000e+02,-9.169947554476657103e+01,9.313518530689179897e-04,6.254811882972717285e-01,7.131813764572143555e-01
2.830000000000000000e+02,-9.169946270923205134e+01,9.441389702260494232e-04,6.287898421287536621e-01,7.157826423645019531e-01
2.840000000000000000e+02,-9.169944702140804793e+01,9.570450056344270706e-04,6.321040987968444824e-01,7.183794379234313965e-01
2.850000000000000000e+02,-9.169943454249761317e+01,9.700703667476773262e-04,6.354238986968994141e-01,7.209717035293579102e-01
2.860000000000000000e+02,-9.169942099400685720e+01,9.832155192270874977e-04,6.387492418289184570e-01,7.235594391822814941e-01
2.870000000000000000e+02,-9.169940673248332530e+01,9.964812779799103737e-04,6.420800685882568359e-01,7.261426448822021484e-01
2.880000000000000000e+02,-9.169939282754296528e+01,1.009867875836789608e-03,6.454164385795593262e-01,7.287213206291198730e-01
2.890000000000000000e+02,-9.169937856611191762e+01,1.023375778459012508e-03,6.487583518028259277e-01,7.312954068183898926e-01
2.900000000000000000e+02,-9.169936608739817530e+01,1.037005451507866383e-03,6.521056294441223145e-01,7.338649630546569824e-01
2.910000000000000000e+02,-9.169935253912099427e+01,1.050757709890604019e-03,6.554585099220275879e-01,7.364298701286315918e-01
2.920000000000000000e+02,-9.169933827782223545e+01,1.064632553607225418e-03,6.588167548179626465e-01,7.389901876449584961e-01
2.930000000000000000e+02,-9.169932401657032983e+01,1.078630564734339714e-03,6.621804833412170410e-01,7.415459156036376953e-01
2.940000000000000000e+02,-9.169931046842437183e+01,1.092752208933234215e-03,6.655495762825012207e-01,7.440969944000244141e-01
2.950000000000000000e+02,-9.169929727684919385e+01,1.106998068280518055e-03,6.689241528511047363e-01,7.466434240341186523e-01
2.960000000000000000e+02,-9.169928372878666778e+01,1.121368375606834888e-03,6.723040938377380371e-01,7.491852045059204102e-01
2.970000000000000000e+02,-9.169926946771388998e+01,1.135863712988793850e-03,6.756893992424011230e-01,7.517223358154296875e-01
2.980000000000000000e+02,-9.169925663278840489e+01,1.150484662503004074e-03,6.790801286697387695e-01,7.542548179626464844e-01
2.990000000000000000e+02,-9.169924308485266806e+01,1.165231340564787388e-03,6.824761629104614258e-01,7.567825913429260254e-01
3.000000000000000000e+02,-9.169922882391334440e+01,1.180104445666074753e-03,6.858775019645690918e-01,7.593056559562683105e-01
3.010000000000000000e+02,-9.169921491954258386e+01,1.195104559883475304e-03,6.892842650413513184e-01,7.618240118026733398e-01
3.020000000000000000e+02,-9.169920172825763416e+01,1.210231916047632694e-03,6.926962137222290039e-01,7.643376588821411133e-01
3.030000000000000000e+02,-9.169918782397361667e+01,1.225487096235156059e-03,6.961135268211364746e-01,7.668465971946716309e-01
3.040000000000000000e+02,-9.169917498928944610e+01,1.240870333276689053e-03,6.995360851287841797e-01,7.693507671356201172e-01
3.050000000000000000e+02,-9.169916001553914953e+01,1.256382092833518982e-03,7.029639482498168945e-01,7.718502283096313477e-01
3.060000000000000000e+02,-9.169914718093714612e+01,1.272023189812898636e-03,7.063970565795898438e-01,7.743449211120605469e-01
3.070000000000000000e+02,-9.169913398985795538e+01,1.287793507799506187e-03,7.098354101181030273e-01,7.768348455429077148e-01
3.080000000000000000e+02,-9.169912008579080975e+01,1.303694094531238079e-03,7.132790088653564453e-01,7.793200016021728516e-01
3.090000000000000000e+02,-9.169910689479388566e+01,1.319724950008094311e-03,7.167277932167053223e-01,7.818003892898559570e-01
3.100000000000000000e+02,-9.169909299081351151e+01,1.335886539891362190e-03,7.201817631721496582e-01,7.842760086059570312e-01
3.110000000000000000e+02,-9.169908015640956478e+01,1.352179329842329025e-03,7.236409187316894531e-01,7.867467999458312988e-01
3.120000000000000000e+02,-9.169906660902434226e+01,1.368603669106960297e-03,7.271053194999694824e-01,7.892128229141235352e-01
3.130000000000000000e+02,-9.169905234866449462e+01,1.385160023346543312e-03,7.305747866630554199e-01,7.916740775108337402e-01
3.140000000000000000e+02,-9.169903951438065803e+01,1.401848741807043552e-03,7.340493798255920410e-01,7.941304445266723633e-01
3.150000000000000000e+02,-9.169902561061599044e+01,1.418670290149748325e-03,7.375290989875793457e-01,7.965819835662841797e-01
3.160000000000000000e+02,-9.169901170689583125e+01,1.435625134035944939e-03,7.410139441490173340e-01,7.990286946296691895e-01
3.170000000000000000e+02,-9.169899851622808740e+01,1.452713622711598873e-03,7.445039153099060059e-01,8.014705777168273926e-01
3.180000000000000000e+02,-9.169898461259465705e+01,1.469936338253319263e-03,7.479989528656005859e-01,8.039076328277587891e-01
3.190000000000000000e+02,-9.169897142200923668e+01,1.487293513491749763e-03,7.514990568161010742e-01,8.063398003578186035e-01
3.200000000000000000e+02,-9.169895751846254939e+01,1.504785614088177681e-03,7.550042271614074707e-01,8.087671399116516113e-01
3.210000000000000000e+02,-9.169894468445895086e+01,1.522412872873246670e-03,7.585144639015197754e-01,8.111895918846130371e-01
3.220000000000000000e+02,-9.169893113749631652e+01,1.540175755508244038e-03,7.620297074317932129e-01,8.136072158813476562e-01
3.230000000000000000e+02,-9.169891901656555433e+01,1.558074494823813438e-03,7.655499577522277832e-01,8.160200119018554688e-01
3.240000000000000000e+02,-9.169890475669033947e+01,1.576109789311885834e-03,7.690752744674682617e-01,8.184278607368469238e-01
3.250000000000000000e+02,-9.169889192284266244e+01,1.594281755387783051e-03,7.726054787635803223e-01,8.208308219909667969e-01
3.260000000000000000e+02,-9.169887801955049156e+01,1.612590625882148743e-03,7.761406898498535156e-01,8.232290148735046387e-01
3.270000000000000000e+02,-9.169886411630281486e+01,1.631036750040948391e-03,7.796809077262878418e-01,8.256222009658813477e-01
3.280000000000000000e+02,-9.169885092608333821e+01,1.649620709940791130e-03,7.832260131835937500e-01,8.280105590820312500e-01
3.290000000000000000e+02,-9.169883737941316326e+01,1.668343087658286095e-03,7.867760658264160156e-01,8.303940296173095703e-01
3.300000000000000000e+02,-9.169882490225433003e+01,1.687204116024076939e-03,7.903310656547546387e-01,8.327726125717163086e-01
3.310000000000000000e+02,-9.169881028619955998e+01,1.706204027868807316e-03,7.938910126686096191e-01,8.351462483406066895e-01
3.320000000000000000e+02,-9.169879780911855960e+01,1.725343172438442707e-03,7.974557876586914062e-01,8.375149965286254883e-01
3.330000000000000000e+02,-9.169878426261405480e+01,1.744621898978948593e-03,8.010254502296447754e-01,8.398787975311279297e-01
3.340000000000000000e+02,-9.169877107263712901e+01,1.764040673151612282e-03,8.046000003814697266e-01,8.422377109527587891e-01
3.350000000000000000e+02,-9.169875788270022099e+01,1.783599727787077427e-03,8.081793785095214844e-01,8.445917367935180664e-01
3.360000000000000000e+02,-9.169874504928658610e+01,1.803299528546631336e-03,8.117636442184448242e-01,8.469408750534057617e-01
3.370000000000000000e+02,-9.169873078998256233e+01,1.823140308260917664e-03,8.153526782989501953e-01,8.492850661277770996e-01
3.380000000000000000e+02,-9.169871760016802398e+01,1.843122299760580063e-03,8.189465403556823730e-01,8.516242504119873047e-01
3.390000000000000000e+02,-9.169870512335329238e+01,1.863246085122227669e-03,8.225451707839965820e-01,8.539586067199707031e-01
3.400000000000000000e+02,-9.169868943826564589e+01,1.883511664345860481e-03,8.261486291885375977e-01,8.562880158424377441e-01
3.410000000000000000e+02,-9.169867803096474290e+01,1.903919735923409462e-03,8.297568559646606445e-01,8.586125373840332031e-01
3.420000000000000000e+02,-9.169866484131043194e+01,1.924470067024230957e-03,8.333697915077209473e-01,8.609320521354675293e-01
3.430000000000000000e+02,-9.169865129522068514e+01,1.945163705386221409e-03,8.369874954223632812e-01,8.632466793060302734e-01
3.440000000000000000e+02,-9.169863810564757500e+01,1.966000534594058990e-03,8.406099677085876465e-01,8.655564188957214355e-01
3.450000000000000000e+02,-9.169862420316792395e+01,1.986980903893709183e-03,8.442371487617492676e-01,8.678612112998962402e-01
3.460000000000000000e+02,-9.169861137014930819e+01,2.008105162531137466e-03,8.478690385818481445e-01,8.701610565185546875e-01
3.470000000000000000e+02,-9.169859818069744506e+01,2.029373543336987495e-03,8.515056371688842773e-01,8.724559545516967773e-01
3.480000000000000000e+02,-9.169858499128564233e+01,2.050786744803190231e-03,8.551468849182128906e-01,8.747459053993225098e-01
3.490000000000000000e+02,-9.169857215838285924e+01,2.072344534099102020e-03,8.587928414344787598e-01,8.770309686660766602e-01
3.500000000000000000e+02,-9.169855896905008308e+01,2.094047376886010170e-03,8.624433875083923340e-01,8.793110847473144531e-01
3.510000000000000000e+02,-9.169854506682376893e+01,2.115895505994558334e-03,8.660986423492431641e-01,8.815863132476806641e-01
3.520000000000000000e+02,-9.169853223403897857e+01,2.137889619916677475e-03,8.697584867477416992e-01,8.838565945625305176e-01
3.530000000000000000e+02,-9.169851833189824220e+01,2.160029485821723938e-03,8.734229207038879395e-01,8.861219286918640137e-01
3.540000000000000000e+02,-9.169850442980200000e+01,2.182315802201628685e-03,8.770920038223266602e-01,8.883823156356811523e-01
3.550000000000000000e+02,-9.169849373591210906e+01,2.204748569056391716e-03,8.807656764984130859e-01,8.906378149986267090e-01
3.560000000000000000e+02,-9.169847947743319594e+01,2.227328252047300339e-03,8.844439387321472168e-01,8.928883671760559082e-01
